name,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,rolloff1,rolloff2,rolloff3,rolloff4,rolloff5,rolloff6,rolloff7,rolloff8,rolloff9,rolloff10,rolloff11,rolloff12,rolloff13,rolloff14,rolloff15,rolloff16,rolloff17,rolloff18,rms,centr,cross_rate
0006238dc99eaf68957dfc81826d1071,1.5166044522296127,0.6899553702990722,-1.4842289139301916,-0.5652219396180886,-1.5061144348127722,-2.3694007961743417,-1.3933611857446004,-1.7604082812890258,0.2113873460994296,-0.9201352201418307,-0.7658269871970026,-1.5652114191035051,-3.651252652476741,1.6154369021992538,0.017261380706412272,-2.5624676315778436,-0.37848107541756215,0.1303542387842189,-0.8551431663455663,-2.917911708613544,1.0565579703307266,0.6082332774960859,0.4239755255443664,0.39202405805834306,0.3683998307877885,0.32892041191983556,0.4325739521815605,0.4903211951042897,0.5738551780846166,0.5697977197953488,0.4446812366817357,0.3084374612678749,0.23610371188330262,0.2337046569462284,-0.015563435061775573,-0.39477477997957106,-0.5867972605220514,-0.8174719769030551,1.5750055245123828,-0.06518285221396337,0.26085974158655995
0007b9d41374f46f25cb35f13dc97e5e,0.8623132440447404,-1.5141009649455912,-0.6719041270215221,-1.396885066005954,-1.232997393275971,0.3226531196989808,1.1287969599291368,1.9983065703583855,1.6854645579165888,0.20854619092195906,0.6127580447902664,1.148448629945775,-1.4411567192350723,-0.4289855148613066,0.9844466926725961,0.050389568101546406,-0.8315868037661639,-0.5950966445399167,0.629160176659565,0.2924046882229256,0.5560786909444781,0.30670191380781014,0.1584348392401005,0.10594893442246961,0.1584273005568775,0.17867159712765426,0.2744200101797335,0.4937938938189402,0.7933523552908966,0.8717732306368496,0.8022059710729851,0.6574099179116512,0.40256297349662545,0.19042785177246618,0.10409533455960944,0.046187668255095904,-0.16862421452972753,-0.6488596985972461,0.8762271010961049,0.13942875043307762,-0.16916747875215352
000ad36ce0dcbc1032a606312d5e787d,0.5053403434369287,-0.5148507174766672,-0.7156683457204766,-0.6572541582587581,-0.8632011690604302,-0.552214398198628,-1.024170884357437,-1.7706579626250172,-0.5026525254011448,1.8281968658920915,-0.39996568615649647,-0.06272135818937939,0.5286661462287081,-1.1229582171884074,-1.0060983251151034,-2.4692999882733857,-1.170445298034818,-0.24956265845271833,-1.1146254649233074,0.06877632863254418,0.48726564413832224,0.5533909816879258,0.7284832382402359,0.7016363722103225,0.5372241682061336,0.4074866623324931,0.4061083755572815,0.42497916775073086,0.5918515750342449,0.6426318016960979,0.6556683179163717,0.6895471474225408,0.6997618491195754,0.7177247521323726,0.7249470221246995,0.7823643351801172,0.7797748247689599,0.7869886643939494,0.30566991195147664,0.7956658714999377,0.7217961361216347
0012112033f3f6c687c003cee20d0ba2,-0.8028933057652929,0.239799626836108,0.5856971702771164,1.2818310320519015,1.4044598656640384,0.11048527857963088,0.7990071435739374,0.08651085624803183,0.5251552127313769,-0.22992396430310783,0.6128095478496602,0.5609740396661158,0.5297276729196656,0.5384511783501119,-0.33745911536525985,0.9960445326462312,-0.4479050945444653,0.22208323089667145,-0.22389085369098932,0.2568348328421577,-1.0294765611216001,-1.0292481830358222,-1.0143718234481887,-0.9083398571092368,-0.8012672779364408,-0.7461289965203365,-0.7484324441796223,-0.8050236883004221,-0.8428516607094956,-0.8223787968728553,-0.8194105451232413,-0.7853496463896598,-0.7197816788554612,-0.5756168865583718,-0.37704625939793335,-0.2525851139962345,-0.17856556899495213,-0.04051184807988056,-0.6727458482577705,-0.5953035274186297,-0.7071032344886334
00122174f87c115e13f69cd685477387,0.6893763536992803,-0.484724557751319,0.6023880100018933,0.6657206579228199,0.8228801698465242,0.8666169721066925,-0.15813173093790742,-1.349630140213563,-0.40662880475705954,-0.24906553254633665,-0.998910973262992,-0.9780001278878718,0.8219539540584754,1.2073670473309603,0.32814955754513586,0.6659959163114385,1.1865590902212722,1.7510988930500329,0.529559394640901,-1.4921665150880254,-0.7564944795830018,-0.9372756718960348,-0.9847906103523577,-1.119864071180146,-1.1942023871619971,-1.13433563102148,-1.0503725872010805,-0.9838464926135093,-0.9588678303812557,-0.9975454459155337,-0.9287008564616887,-0.6655875448649462,-0.42678075244246827,-0.14388180210922327,-0.174307365233028,-0.15578814594447746,-0.03422161890133904,0.22102759611849943,0.8420812388868193,-0.4668572334263706,-0.7634753357674745
00128d3dbe40482e69fa7115a108e122,-1.0475335642374337,-0.9053566955572634,0.9179998475886407,-0.1575645836461124,1.2481758952619715,0.8836147417389254,0.7115866529891739,-0.09015366603024877,0.603068560601733,-0.6178989357496649,-0.8263225281672786,0.45182704461730727,-0.38155064505196284,-0.24657534440163245,-1.1863923222966046,0.35137438569861035,-0.1413731497502275,-0.10314021318141557,0.4890847049418005,1.3325409331125322,-1.0406602782369336,-0.9468200324440671,-0.9819455504520782,-0.9868468237181108,-0.9884276544711564,-1.0131087345269132,-0.9947322203787857,-1.0032922303125342,-1.0494731332072231,-1.009829869091857,-0.873509971515685,-0.6497792590363889,-0.42556641587563854,-0.1755001723258953,0.040194762423584,0.25355006254607004,0.40744854695251587,0.6771939147370649,-0.8011438401429755,-0.2376172664492137,-0.7376693463107911
0012de492fe2a5811bcc36371ad3a13f,-0.258953590131697,-1.0733282901725973,0.328035865679829,-0.8852144720624046,0.18551469280755786,-1.5011415220475341,0.6315268825371908,0.7391570471775024,1.3881386147502974,1.7020547725604307,0.25797822124449366,0.4738295349011061,-0.03243721022427286,0.20916989312064124,0.5313160523529697,1.4554987145104599,0.3744737741481019,0.21314032147875786,0.33272016835451756,0.982611789135105,-0.8389474843428019,-0.9197831273260839,-0.9075303410716589,-0.8733763989439003,-0.8300974002430238,-0.8144429681715726,-0.781359676306499,-0.7244333770158925,-0.6521669624922337,-0.5707761366038065,-0.5499234020435956,-0.6697676185080089,-0.8334831935998003,-0.9610030129630781,-0.9635128597961142,-0.908162113084938,-0.8353873442537223,-0.6254672670792,-0.14112826973907053,-0.866185192023981,-1.092441755675082
001418d720f3f38e88a74dff39c46268,-0.32153978830951635,0.31696308160327696,-0.6321535074529316,-1.9014940315379032,1.3627172715633893,0.3548613089381258,-1.0473874649875896,-1.3545448217493896,0.4975285256725772,0.37637319988459533,-2.21348141429913,-1.097214686906298,2.0684767787554765,2.3226787319657762,-1.1440342086931872,-0.9043332206502723,1.4053344246853434,1.6786947259507603,-1.431775574575911,-3.040873498870327,0.009345740946993373,-0.030944138406407418,-0.30702988980478313,-0.4148066450112563,-0.4346527868853316,-0.3173214050528461,-0.18975450842528915,-0.07487005966003585,0.0187978672692433,0.12665478657520732,0.23630447783908534,0.3014265585422543,0.2848400979483549,0.030925657813793108,-0.4851525192359026,-0.9225496068220537,-1.1121506937860197,-1.1082520106211204,-0.5874077683684337,-0.4579166166469206,0.20991997328700404
001468e989edc7827ffec11713645524,0.5937020960904796,0.3840858552984749,1.2284604743370067,-0.4011385697849528,-1.200095212971351,-0.9716266710468046,-0.42590549272279443,0.43196793466701516,0.631634426918464,1.8107169222975303,0.00770518222430262,-0.30625688028205267,1.0137870343192785,-1.05236761149686,-1.4298321157096279,-0.9949350238974491,-0.7394174527501737,-0.33887225207649757,-1.4423319225361622,-1.1879561125335938,0.5908706323221714,0.4175552300205358,0.3124595239728108,0.21906380886280125,0.3043020238899588,0.41115471192313147,0.6013794276317186,0.7891122095937884,0.8997218607672102,0.8923315935698227,0.6984667388632455,0.48324682058839746,0.22631472982042963,0.046716432304692454,-0.02727204046196922,-0.10225916531414077,-0.21902918070120453,-0.5985837567291807,-0.09725529428323253,0.10197760382666027,0.9268269888052547
0017f6feabf9303491f4febb51584f26,-0.7788237690005612,0.7903945985305768,0.32208658444735,1.4221029075340348,0.48623100301265765,-0.2569487376509024,-0.8271445096905776,-0.002189063033917949,-0.44584456585553867,-0.7148018378820663,0.4792453873511066,-0.46955265038495747,0.030269134522503353,0.5858712053793019,0.4910400032151624,0.4419172945560809,0.10156708583485743,0.40762202870339653,0.9202499867207131,-0.7707060991357058,-0.2709443977499863,-0.5757842103786083,-0.587627600527819,-0.4573505619959728,-0.19792870386723724,0.033753732441115764,0.15559523397124023,0.22648581520573713,0.10079138242828664,-0.056427998334953655,-0.12042154062233827,-0.056415639759285555,0.05620918523086135,0.19631441163108554,0.23386093305402447,0.24093720091799556,0.22297295086220878,0.30048307056328094,-0.7531590804574659,0.1216506145791281,0.13480781777452516
